title,description,search
"Identity - Web Uploads to Non-corporate Domains by Users Per 1d - Model Gen",,"
 tstats sum(Web.bytes) as bytes from datamodel=Web.Web where NOT(`cim_corporate_web_domain_search(""Web.url"")`) (Web.http_method=""POST"" OR Web.http_method=""PUT"") by _time, Web.user, Web.user_bunit span=1h 
 `drop_dm_object_name(""Web"")` 
 fit DensityFunction bytes by user_bunit partial_fit=true dist=norm into app:web_upload_to_non_corporate_by_user_1h"
"IDS - Activity By Category",,"
 tstats count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.category 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Activity By IDS Type",,"
 tstats count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.ids_type 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Activity By Severity",,"
 tstats count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.severity 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort - count"
"IDS - Activity Over Time",,"
 tstasts count from datamodel=Intrusion_Detection.IDS_Attacks by _time span=10m 
 timechart minspan=10m useother=`useother` count"
"IDS - Activity Over Time By Attack",,"
 tstasts count from datamodel=Intrusion_Detection.IDS_Attacks by _time,IDS_Attacks.signature span=10m 
 timechart minspan=10m useother=`useother` count by IDS_Attacks.signature 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Activity Over Time By Category",,"
 tstasts count from datamodel=Intrusion_Detection.IDS_Attacks by _time,IDS_Attacks.category span=10m 
 timechart minspan=10m useother=`useother` count by IDS_Attacks.category 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Activity Over Time By Destination",,"
 tstasts count from datamodel=Intrusion_Detection.IDS_Attacks by _time,IDS_Attacks.dest span=10m 
 timechart minspan=10m useother=`useother` count by IDS_Attacks.dest 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Activity Over Time By Device",,"
 tstasts count from datamodel=Intrusion_Detection.IDS_Attacks by _time,IDS_Attacks.dvc span=10m 
 timechart minspan=10m useother=`useother` count by IDS_Attacks.dvc 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Activity Over Time By Severity",,"
 tstasts count from datamodel=Intrusion_Detection.IDS_Attacks by _time,IDS_Attacks.severity span=10m 
 timechart minspan=10m useother=`useother` count by IDS_Attacks.severity 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Activity Over Time By Source",,"
 tstasts count from datamodel=Intrusion_Detection.IDS_Attacks by _time,IDS_Attacks.src span=10m 
 timechart minspan=10m useother=`useother` count by IDS_Attacks.src 
 `drop_dm_object_name(""IDS_Attacks"")`"
"IDS - Scanning Activity (Many Attacks)",,"
 tstats dc(IDS_Attacks.signature) as attack_count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.src 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort 10 - attack_count"
"IDS - Scanning Activity (Many Systems)",,"
 tstats dc(IDS_Attacks.dest) as dest_count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.src 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort 10 - dest_count"
"IDS - Top Attacks By Attack",,"
 tstats dc(IDS_Attacks.src) as src_count,dc(IDS_Attacks.dest) as dest_count,count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.signature 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort - count"
"IDS - Top Attacks By Category",,"
 tstats dc(IDS_Attacks.signature) as attack_count,dc(IDS_Attacks.src) as src_count,dc(IDS_Attacks.dest) as dest_count,count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.category 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort - count"
"IDS - Top Attacks By Destination",,"
 tstats dc(IDS_Attacks.signature) as attack_count,dc(IDS_Attacks.src) as src_count,count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.dest 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort - count"
"IDS - Top Attacks By Device",,"
 tstats dc(IDS_Attacks.signature) as attack_count,dc(IDS_Attacks.src) as src_count,dc(IDS_Attacks.dest) as dest_count,count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.dvc 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort - count"
"IDS - Top Attacks By Severity",,"
 tstats dc(IDS_Attacks.signature) as attack_count,dc(IDS_Attacks.src) as src_count,dc(IDS_Attacks.dest) as dest_count,count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.severity 
 `drop_dm_object_name(""IDS_Attacks"")`  
 sort - count"
"IDS - Top Attacks By Source",,"
 tstats dc(IDS_Attacks.signature) as attack_count,dc(IDS_Attacks.dest) as dest_count,count from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.src 
 `drop_dm_object_name(""IDS_Attacks"")` 
 sort - count"
"Incident Review - Mean Time To Closure",,"
 tstats earliest(_time) as _time from datamodel=Incident_Management.Notable_Events_Meta by source,Notable_Events_Meta.rule_id 
 `drop_dm_object_name(""Notable_Events_Meta"")` 
 `get_correlations` 
 `get_current_status` 
 search status_label=""Closed"" 
 eval ttc=mvindex(review_time, 0) 
 eval ttc=ttc-_time 
 stats count avg(ttc) as avg_ttc,max(ttc) as max_ttc by rule_name 
 sort - avg_ttc 
 `uptime2string(avg_ttc, avg_ttc)` 
 `uptime2string(max_ttc, max_ttc)` 
 rename *_ttc* as *(time_to_closure)* 
 fields - *_dec"
"Incident Review - Mean Time To Triage",,"
 tstats earliest(_time) as _time from datamodel=Incident_Management.Notable_Events_Meta by source,Notable_Events_Meta.rule_id 
 `drop_dm_object_name(""Notable_Events_Meta"")` 
 `get_correlations` 
 join rule_id [
 from inputlookup:incident_review_lookup 
 eval _time=time 
 stats earliest(_time) as review_time by rule_id] 
 eval ttt=review_time-_time 
 stats count,avg(ttt) as avg_ttt,max(ttt) as max_ttt by rule_name 
 sort - avg_ttt 
 `uptime2string(avg_ttt, avg_ttt)` 
 `uptime2string(max_ttt, max_ttt)` 
 rename *_ttt* as *(time_to_triage)* 
 fields - *_dec"
"Malware - Activity Over Time",,"
 tstasts count from datamodel=Malware.Malware_Attacks by _time span=10m 
 timechart minspan=10m useother=`useother` count"
"Malware - Activity Over Time By Action",,"
 tstasts count from datamodel=Malware.Malware_Attacks by _time,Malware_Attacks.action span=10m 
 timechart minspan=10m useother=`useother` count by Malware_Attacks.action 
 `drop_dm_object_name(""Malware_Attacks"")`"
"Malware - Activity Over Time By Infection",,"
 tstasts count from datamodel=Malware.Malware_Attacks by _time,Malware_Attacks.signature span=10m 
 timechart minspan=10m useother=`useother` count by Malware_Attacks.signature 
 `drop_dm_object_name(""Malware_Attacks"")`"
"Malware - Repeat Infections",,"
 tstats values(Malware_Attacks.action) as action,count from datamodel=Malware.Malware_Attacks where Malware_Attacks.action!=allowed by _time,Malware_Attacks.signature,Malware_Attacks.dest span=1d 
 `drop_dm_object_name(""Malware_Attacks"")` 
 stats values(action) as action,count as day_count by signature,dest 
 sort 100 - day_count"
"Malware - Top 10 Infected Domains",,"
 tstats dc(Malware_Attacks.dest) as dest_count from datamodel=Malware.Malware_Attacks by Malware_Attacks.dest_nt_domain 
 `drop_dm_object_name(""Malware_Attacks"")` 
 sort 10 - dest_count"
"Malware - Top 10 Infected Systems",,"
 tstats dc(Malware_Attacks.signature) as signature_count from datamodel=Malware.Malware_Attacks by Malware_Attacks.dest 
 `drop_dm_object_name(""Malware_Attacks"")` 
 sort 10 - signature_count"
"Malware - Top 10 Infections",,"
 tstats dc(Malware_Attacks.dest) as dest_count from datamodel=Malware.Malware_Attacks by Malware_Attacks.signature 
 `drop_dm_object_name(""Malware_Attacks"")` 
 sort 10 - dest_count"
"Malware - Unique Infected Systems",,"
 tstats estdc(Malware_Attacks.dest) as estdc(dest) from datamodel=Malware.Malware_Attacks where Malware_Attacks.action=""allowed"""
"Malware - Unique Infections",,"
 tstats estdc(Malware_Attacks.signature) as estdc(signature) from datamodel=Malware.Malware_Attacks where Malware_Attacks.action=""allowed"""
"Network - Certificate Tracker - Lookup Gen",,"
 tstats summariesonly=false min(_time) as firstTime,max(_time) as lastTime from datamodel=Certificates.All_Certificates where nodename=All_Certificates.SSL by All_Certificates.SSL.ssl_serial,All_Certificates.SSL.ssl_hash,All_Certificates.SSL.ssl_subject,All_Certificates.SSL.ssl_issuer 
 rename All_Certificates.SSL.ssl* as certificate* 
 inputlookup append=T certificate_tracker 
 stats min(firstTime),max(lastTime) by certificate_serial,certificate_hash,certificate_subject,certificate_issuer 
 rename certificate* as ssl* 
 extract cim_ssl_issuer_common_name,cim_ssl_issuer_email,cim_ssl_issuer_unit,cim_ssl_subject_common_name,cim_ssl_subject_email,cim_ssl_subject_unit 
 rename ssl* as certificate* 
 outputlookup override_if_empty=false certificate_tracker 
 stats count"
"Network - Communication Rule Tracker - Lookup Gen","Maintains a list of Traffic rule values by device and vendor and the first and last time they were seen","
 tstats count from datamodel=Network_Traffic.All_Traffic where All_Traffic.rule!=unknown by _time,All_Traffic.dvc,All_Traffic.rule,All_Traffic.vendor_product span=1d 
 `drop_dm_object_name(""All_Traffic"")` 
 convert timeformat=""%m"" ctime(_time) as month 
 convert timeformat=""%Y"" ctime(_time) as year
 stats sum(count) as count by month,year,dvc,rule,vendor_product 
 eval _key=sha1(month.""
"".year.""
"".dvc.""
"".rule.""
"".vendor_product) 
 lookup communication_rule_tracker _key OUTPUTNEW count as lookup_count 
 eval count=(count+if(isnum(lookup_count), lookup_count, 0)), date=month.""-01-"".year 
 convert timeformat=""%m-%d-%Y"" mktime(date) as _time 
 `daysago(396)`
 fields - _time,date,dayDiff,lookup_count 
 outputlookup append=T key_field=_key communication_rule_tracker 
 stats count"
"Network - Event Count By Signature Per Hour - Model Gen",,"
 tstats count as ids_attacks from datamodel=Intrusion_Detection.IDS_Attacks by _time,IDS_Attacks.signature span=1h 
 `drop_dm_object_name(""IDS_Attacks"")` 
 fit DensityFunction ids_attacks by signature partial_fit=true dist=norm into app:count_by_signature_1h"
"Network - Excessive DNS Failures - Rule","Alerts when a host receives many DNS failures in a short span","
 tstats count from datamodel=""Network_Resolution"".""DNS"" where ""DNS.reply_code""!=""No error"" AND ""DNS.reply_code""!=""NoError"" by ""DNS.src""  
 rename ""DNS.src"" as ""src"" 
 where 'count'>100"
"Network - Excessive DNS Queries - Rule","Alerts when a host starts sending excessive DNS queries","
 tstats count from datamodel=""Network_Resolution"".""DNS"" where    ""DNS.message_type""=""QUERY"" by ""DNS.src"" 
 rename ""DNS.src"" as ""src"" 
 where 'count'>100"
"Network - Excessive HTTP Failure Responses - Rule","Alerts when a host generates a lot of HTTP failures in a short span of time","
 tstats count from datamodel=""Web"".""Web"" where    (""Web.status""=400 OR ""Web.status""=403 OR ""Web.status""=404 OR ""Web.status""=411 OR ""Web.status""=500 OR ""Web.status""=501) by ""Web.dest"" 
 rename ""Web.dest"" as ""dest"" 
 where 'count'>50"
"Network - High Volume of Traffic from High or Critical Host - Rule","Alerts when a system of high or critical severity generates a high volume of outbound web activity. This may indicate that the system has been compromised.","
 tstats sum(""Web.bytes_out"") as ""bytes_out"" from datamodel=""Web"".""Web"" where    ""Web.bytes_out"">0 AND (""Web.src_priority""=""high"" OR ""Web.src_priority""=""critical"") by ""Web.src"",""Web.dest"" 
 rename ""Web.src"" as ""src"",""Web.dest"" as ""dest"" 
 where 'bytes_out'>10485760"
"Network - IDS Attack Tracker - Lookup Gen","Maintains a list of IDS attacks by vendor and the first and last time they were seen","
 tstats min(""_time"") as ""firstTime"",max(""_time"") as ""lastTime"" from datamodel=""Intrusion_Detection"".""IDS_Attacks"" by ""IDS_Attacks.ids_type"",""IDS_Attacks.signature"",""IDS_Attacks.vendor_product"" 
 rename ""IDS_Attacks.ids_type"" as ""ids_type"",""IDS_Attacks.signature"" as ""signature"",""IDS_Attacks.vendor_product"" as ""vendor_product"" 
 eval _key=sha1('ids_type'.'signature'.'vendor_product') 
 lookup ""ids_attack_tracker"" ""_key"" OUTPUTNEW ""firstTime"" as ""lookup_firstTime"",""lastTime"" as ""lookup_lastTime"" 
 eval ""firstTime""=min('firstTime','lookup_firstTime'),""lastTime""=max('lastTime','lookup_lastTime') 
 fields - ""lookup_firstTime"",""lookup_lastTime"" 
 outputlookup append=T key_field=_key ""ids_attack_tracker"" 
 stats count"
"Network - IDS Category Tracker - Lookup Gen","Maintains a list of IDS attack categories by vendor and the first and last time they were seen","
 tstats min(""_time"") as ""firstTime"",max(""_time"") as ""lastTime"" from datamodel=""Intrusion_Detection"".""IDS_Attacks"" where ""IDS_Attacks.category""!=""unknown"" by ""IDS_Attacks.category"",""IDS_Attacks.vendor_product"" 
 rename ""IDS_Attacks.category"" as ""category"",""IDS_Attacks.vendor_product"" as ""vendor_product"" 
 inputlookup append=T ""ids_category_tracker"" 
 stats min(""firstTime"") as ""firstTime"",max(""lastTime"") as ""lastTime"" by ""category"",""vendor_product"" 
 outputlookup override_if_empty=false ""ids_category_tracker"" 
 stats count"
"Network - Network Device Rebooted - Rule","Increases the risk score of network devices that have been rebooted.","
 tstats count from datamodel=""Change"".""All_Changes"" where nodename=""All_Changes.Network_Changes.Device_Restarts"" by ""All_Changes.dvc"",""_time"" span=""1s"" 
 rename ""All_Changes.dvc"" as ""dvc"""
"Network - Port Activity By Destination Port - Model Gen",,"
 tstats count as dest_port_traffic_count from datamodel=Network_Traffic.All_Traffic by All_Traffic.dest_port,_time span=1d 
 `drop_dm_object_name(""All_Traffic"")` 
 fit DensityFunction dest_port_traffic_count by dest_port partial_fit=true dist=norm into app:count_by_dest_port_1d"
"Network - Port And Protocol Tracker - Lookup Gen","Maintains a list of allowed Traffic by unique transport protocol and destination port combination and the first and last time they were seen","
 tstats min(""_time"") as ""firstTime"",max(""_time"") as ""lastTime"" from datamodel=""Network_Traffic"".""All_Traffic"" where ""All_Traffic.action""=""allowed"" by ""All_Traffic.transport"",""All_Traffic.dest_port"" 
 rename ""All_Traffic.transport"" as ""transport"",""All_Traffic.dest_port"" as ""dest_port"" 
 inputlookup append=T ""port_protocol_tracker"" 
 stats min(""firstTime"") as ""firstTime"",max(""lastTime"") as ""lastTime"" by ""transport"",""dest_port"" 
 outputlookup override_if_empty=false ""port_protocol_tracker"" 
 stats count"
"Network - Substantial Increase in an Event - Rule","Alerts when a statistically significant increase in a particular intrusion event is observed.","
 tstats count as ids_attacks,values(IDS_Attacks.tag) as tag from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.signature 
 `drop_dm_object_name(""IDS_Attacks"")` 
 `mltk_apply_upper(""app:count_by_signature_1h"", ""high"", ""ids_attacks"")`"
"Network - Substantial Increase in Port Activity (By Destination) - Rule","Alerts when a statistically significant increase in events on a given port is observed.","
 tstats count as dest_port_traffic_count,values(All_Traffic.tag) as tag from datamodel=Network_Traffic.All_Traffic by All_Traffic.dest_port 
 `drop_dm_object_name(""All_Traffic"")` 
 `mltk_apply_upper(""app:count_by_dest_port_1d"", ""extreme"", ""dest_port_traffic_count"")`"
"Network - Traffic Bytes Tracker - Lookup Gen","Maintains Traffic byte statistics","
 tstats min(All_Traffic.bytes) as min_bytes,avg(All_Traffic.bytes) as mean_bytes,max(All_Traffic.bytes) as max_bytes,stdev(All_Traffic.bytes) as stdev,count as total_count from datamodel=Network_Traffic.All_Traffic where All_Traffic.bytes>0 
 appendcols [
 from inputlookup:standard_deviations 
 rename stdev as standard_deviation] 
 filldown 
 fillnull value=0 min_bytes,mean_bytes,max_bytes,stdev,total_count 
 `stdev_desired_result(standard_deviation,mean_bytes,""gt_bytes"")` 
 `stdev_desired_result(-standard_deviation,mean_bytes,""lt_bytes"")` 
 eval search=case(gt_bytes>0 AND lt_bytes>0, ""(All_Traffic.bytes>"".floor(gt_bytes)."" OR All_Traffic.bytes<"".ceil(lt_bytes)."")"",gt_bytes>0 AND lt_bytes<=0,""All_Traffic.bytes>"".floor(gt_bytes),gt_bytes<=0 AND lt_bytes>0,""All_Traffic.bytes<"".ceil(lt_bytes),gt_bytes<=0 AND lt_bytes<=0,""All_Traffic.bytes=-1"") 
 rename standard_deviation as Z 
 rename total as total_count 
 fields min_bytes,mean_bytes,max_bytes,stdev,total_count,Z,search 
 `round(mean_bytes)` 
 `round(stdev)` 
 outputlookup traffic_bytes_tracker 
 stats count"
"Network - Traffic Source Count Per 30m - Model Gen",,"
 tstats dc(All_Traffic.src) as src_count from datamodel=Network_Traffic.All_Traffic by _time span=30m 
 fit DensityFunction src_count partial_fit=true dist=norm into app:network_traffic_src_count_30m"
"Network - Traffic Volume Per 30m - Model Gen",,"
 tstats count as total_count from datamodel=Network_Traffic.All_Traffic by _time span=30m 
 fit DensityFunction total_count partial_fit=true dist=norm into app:network_traffic_count_30m"
"Network - Unroutable Host Activity - Rule","Alerts when activity to or from a host that is unroutable is detected.","
 tstasts count,values(sourcetype) from datamodel=Network_Traffic.All_Traffic where All_Traffic.action=""allowed"" AND `bogonlist_src_dest_subsearch(All_Traffic)` by All_Traffic.src,All_Traffic.dest 
 `drop_dm_object_name(""All_Traffic"")` 
 tstasts append=true count,values(sourcetype) from datamodel=Intrusion_Detection.IDS_Attacks where `bogonlist_src_dest_subsearch(IDS_Attacks)` by IDS_Attacks.src,IDS_Attacks.dest 
 `drop_dm_object_name(""IDS_Attacks"")` 
 tstasts append=true count,values(sourcetype) from datamodel=Web.Web where `bogonlist_src_dest_subsearch(Web)` by Web.src,Web.dest 
 `drop_dm_object_name(""Web"")` 
 stats count,values(sourcetype) as sourcetype by src,dest 
 `bogonlist_lookup` 
 eval bogon_ip=if(dest_is_bogon==""true"" AND dest_is_internal!=""true"",dest,src) 
 fields + sourcetype,src,dest,bogon_ip"
"Network - Unusual Volume of Network Activity - Rule","Detects unusual network traffic that may be indicative of a DoS attack as indicated by a high number of unique sources or a high volume of firewall packets","
 tstats dc(All_Traffic.src) as src_count,count as total_count from datamodel=Network_Traffic.All_Traffic 
 apply app:network_traffic_src_count_30m [
`get_qualitative_upper_threshold(extreme)`] 
 apply app:network_traffic_count_30m [
`get_qualitative_upper_threshold(extreme)`] 
 search ""IsOutlier(src_count)""=1 OR ""IsOutlier(total_count)""=1"
"Network - URL Length Tracker - Lookup Gen","Maintains Web url length statistics","
 tstats min(Web.url_length) as min_length,avg(Web.url_length) as mean_length,max(Web.url_length) as max_length,stdev(Web.url_length) as stdev,count as total_count from datamodel=Web.Web where Web.url!=""unknown"" 
 appendcols [
 from inputlookup:standard_deviations 
 rename stdev as standard_deviation] 
 filldown 
 fillnull value=0 min_length,mean_length,max_length,stdev,total_count 
 `stdev_desired_result(standard_deviation,mean_length,""gt_length"")` 
 `stdev_desired_result(-standard_deviation,mean_length,""lt_length"")` 
 eval search=case(gt_length>0 AND lt_length>0,""(Web.url_length>"" .floor(gt_length)."" OR Web.url_length<"".ceil(lt_length)."" OR url_length>"".floor(gt_length)."" OR url_length<"".ceil(lt_length)."")"",gt_length>0 AND lt_length<=0,""(Web.url_length>"".floor(gt_length)."" OR url_length>"".floor(gt_length)."")"",gt_length<=0 AND lt_length>0,""(Web.url_length<"".ceil(lt_length)."" OR url_length<"".ceil(lt_length)."")"",gt_length<=0 AND lt_length<=0,""(Web.url_length=-1 OR url_length=-1)"") 
 rename standard_deviation as Z 
 rename total as total_count 
 fields min_length,mean_length,max_length,stdev,total_count,Z,search 
 `round(mean_length)` 
 `round(stdev)` 
 outputlookup url_length_tracker 
 stats count"
"Network - User Agent Length Tracker - Lookup Gen","Maintains Web user agent length statistics","
 tstats min(Web.http_user_agent_length) as min_length,avg(Web.http_user_agent_length) as mean_length,max(Web.http_user_agent_length) as max_length,stdev(Web.http_user_agent_length) as stdev,count as total_count from datamodel=Web.Web where Web.http_user_agent!=""unknown"" 
 appendcols [
 from inputlookup:standard_deviations 
 rename stdev as standard_deviation] 
 filldown 
 fillnull value=0 min_length,mean_length,max_length,stdev,total_count 
 `stdev_desired_result(standard_deviation,mean_length,""gt_length"")` 
 `stdev_desired_result(-standard_deviation,mean_length,""lt_length"")` 
 eval search=case(gt_length>0 AND lt_length>0, ""(Web.http_user_agent_length>"".floor(gt_length)."" OR Web.http_user_agent_length<"".ceil(lt_length)."")"",gt_length>0 AND lt_length<=0,""Web.http_user_agent_length>"".floor(gt_length),gt_length<=0 AND lt_length>0,""Web.http_user_agent_length<"".ceil(lt_length),gt_length<=0 AND lt_length<=0,""Web.http_user_agent_length=-1"") 
 rename standard_deviation as Z 
 rename total as total_count 
 fields min_length,mean_length,max_length,stdev,total_count,Z,search 
 `round(mean_length)` 
 `round(stdev)` 
 outputlookup user_agent_length_tracker 
 stats count"
"Network - Vulnerability Signature Reference - Lookup Gen","Maintains a list of vulnerability signatures by vendor (including external reference information such as cve) and the first and last time they were seen","
 tstats min(_time) as firstTime,max(_time) as lastTime,values(Vulnerabilities.bugtraq) as bugtraq,values(Vulnerabilities.cert) as cert,values(Vulnerabilities.cve) as cve,values(Vulnerabilities.msft) as msft,values(Vulnerabilities.mskb) as mskb,values(Vulnerabilities.xref) as xref from datamodel=Vulnerabilities.Vulnerabilities by Vulnerabilities.signature,Vulnerabilities.vendor_product 
 `drop_dm_object_name(""Vulnerabilities"")` 
 inputlookup append=T vuln_signature_reference 
 `makemv(bugtraq)` 
 `makemv(cert)` 
 `makemv(cve)` 
 `makemv(msft)` 
 `makemv(mskb)` 
 `makemv(xref)` 
 stats min(firstTime) as firstTime,max(lastTime) as lastTime,values(cve) as cve,values(bugtraq) as bugtraq,values(cert) as cert,values(msft) as msft,values(mskb) as mskb,values(xref) as xref by signature,vendor_product 
 `makesv(bugtraq)` 
 `makesv(cert)` 
 `makesv(cve)` 
 `makesv(msft)` 
 `makesv(mskb)` 
 `makesv(xref)` 
 outputlookup override_if_empty=false vuln_signature_reference 
 stats count"
"Network - Vulnerability Tracker - Lookup Gen","Maintains a list of Vulnerabilities by signature, destination and the first and last time they were seen.","
 tstats min(""_time"") as ""firstTime"",max(""_time"") as ""lastTime"" from datamodel=""Vulnerabilities"".""Vulnerabilities"" where ""Vulnerabilities.severity"" != ""informational"" AND ""Vulnerabilities.severity"" != ""low"" by ""Vulnerabilities.signature"",""Vulnerabilities.dest"" 
 rename ""Vulnerabilities.signature"" as ""signature"",""Vulnerabilities.dest"" as ""dest"" 
 eval _key=sha1('signature'.'dest') 
 lookup ""vulnerability_tracker"" ""_key"" OUTPUTNEW ""firstTime"" as ""lookup_firstTime"",""lastTime"" as ""lookup_lastTime"" 
 eval ""firstTime""=min('firstTime','lookup_firstTime'),""lastTime""=max('lastTime','lookup_lastTime') 
 fields - ""lookup_firstTime"",""lookup_lastTime"" 
 outputlookup append=T key_field=_key ""vulnerability_tracker"" 
 stats count"
"Network - Whois Tracker - Checkpoint Gen",,"
 tstats max(_time) as _time from datamodel=Web.Web by Web.dest 
 rename Web.dest as domain 
 `truncate_domain(domain)` 
 stats min(_time) as _time by domain 
 eval _key=sha1(domain) 
 lookup whois_tracker _key OUTPUTNEW _key as discard 
 where isnull(discard) 
 outputlookup key_field=_key append=T whois_tracker 
 `outputcheckpoint_whois` 
 stats count"
"Network - Whois Tracker - Lookup Gen","Maintains a list of whois scan data including the resolved_domain (if domain was an IP) and the date the domain was created","
 tstats max(_time) as _time,latest(All_Domains.resolved_domain) as resolved_domain,latest(All_Domains.created) as created from datamodel=Domain_Analysis.All_Domains by All_Domains.domain 
 `drop_dm_object_name(""All_Domains"")` 
 `truncate_domain(domain)` 
 eval _key=sha1(domain) 
 lookup whois_tracker _key OUTPUTNEW _time as lookup_time, resolved_domain as lookup_resolved_domain, created as lookup_created 
 eval lookup_time=if(isnum(lookup_time), lookup_time, 0), _time=max(_time, lookup_time), resolved_domain=if(_time>lookup_time, resolved_domain, lookup_resolved_domain), created=if(_time>lookup_time, created, lookup_created) 
 fields domain, _time, resolved_domain, created 
 search domain=* 
 outputlookup key_field=_key append=T whois_tracker 
 stats count"
"Performance - Average System Uptime",,"
 tstats avg(All_Performance.OS.Uptime.uptime) as avg_uptime from datamodel=Performance.All_Performance where nodename=All_Performance.OS.Uptime All_Performance.OS.Uptime.uptime!=unknown All_Performance.OS.Uptime.uptime>=0 
 `uptime2string(avg_uptime,avg_uptime)` 
 rename avg_uptime as ""avg(uptime)"" 
 fields avg(uptime)"
"Performance - Maximum System Uptime",,"
 tstats latest(All_Performance.OS.Uptime.uptime) as uptime from datamodel=Performance.All_Performance where nodename=All_Performance.OS.Uptime All_Performance.OS.Uptime.uptime!=unknown All_Performance.OS.Uptime.uptime>=0 by All_Performance.dest 
 sort 1 - uptime 
 `drop_dm_object_name(""All_Performance"")` 
 `uptime2string(uptime,uptime)` 
 eval label=dest."" has been up for "".uptime 
 fields label,dest,uptime"
"Performance - Memory Utilization By System",,"
 tstats latest(All_Performance.Memory.mem) as mem,latest(All_Performance.Memory.mem_used) as mem_used,latest(All_Performance.Memory.mem_free) as mem_free from datamodel=Performance.All_Performance where nodename=All_Performance.Memory by All_Performance.dest 
 `drop_dm_object_name(""All_Performance"")` 
 eval mem_used=if(isnotnull(mem) AND isnotnull(mem_free),mem-mem_free,null()) 
 eval mem_used_percent=if(isnotnull(mem) AND mem>0,round(mem_used*100/mem,1),null()) 
 sort 100 - mem_used_percent 
 eval ""mem(GB)""=round(mem/1024,1) 
 eval ""mem_used(GB)""=round(mem_used/1024,1) 
 eval ""mem_free(GB)""=round(mem_free/1024,1) 
 fields dest,*(GB),mem_used_percent"
"Performance - Minimum System Uptime",,"
 tstats latest(All_Performance.OS.Uptime.uptime) as uptime from datamodel=Performance.All_Performance where nodename=All_Performance.OS.Uptime All_Performance.OS.Uptime.uptime!=unknown All_Performance.OS.Uptime.uptime>=0 by All_Performance.dest 
 sort 1 + uptime 
 `drop_dm_object_name(""All_Performance"")` 
 `uptime2string(uptime,uptime)` 
 eval label=dest."" has been up for "".uptime 
 fields label,dest,uptime"
"Performance - Storage Utilization By System",,"
 tstats latest(All_Performance.Storage.storage) as storage, latest(All_Performance.Storage.storage_free) as storage_free, latest(All_Performance.Storage.storage_free_percent) as storage_free_percent, latest(All_Performance.Storage.storage_used) as storage_used, latest(All_Performance.Storage.storage_used_percent) as storage_used_percent from datamodel=Performance.All_Performance where nodename=All_Performance.Storage by All_Performance.dest,All_Performance.Storage.mount 
 sort 100 + storage_free_percent 
 `drop_dm_object_name(""All_Performance"")` 
 `drop_dm_object_name(""Storage"")` 
 eval storage=if(isnull(storage) AND isnotnull(storage_free) AND isnotnull(storage_free_percent),(storage_free)*(1-(storage_free_percent/100)),storage) 
 eval storage_used=if(isnotnull(storage) AND isnotnull(storage_free),storage-storage_free,storage_used) 
 eval ""storage(GB)""=round(storage/1073741824,1) 
 eval ""storage_free(GB)""=round(storage_free/1073741824,1) 
 eval storage_free_percent=round(storage_free_percent,1) 
 eval ""storage_used(GB)""=round(storage_used/1073741824,1) 
 fields dest,mount,*(GB),storage_free_percent"
"Performance - Systems Not Time Synching",,"
 tstats min(_time) as firstTime,max(_time) as lastTime,latest(All_Performance.dest_should_timesync) as dest_should_timesync from datamodel=Performance.All_Performance where nodename=All_Performance.OS.Timesync All_Performance.OS.Timesync.action=success by All_Performance.dest 
 `drop_dm_object_name(""All_Performance"")` 
 `timeDiff(lastTime)` 
 search timeDiff>86400 
 sort 100 + lastTime 
 `uitime(firstTime)` 
 `uitime(lastTime)` 
 fields firstTime,lastTime,dest,dest_should_timesync"
